"date","store","county","vendor","description","bottle_qty","btl_price","total"
"2014-01-21 00:00:00",4805,"Webster","Proximo","Jose Cuervo Especial Reposado Tequila",2,"$18.74","37.48"
"2014-01-21 00:00:00",4812,"Floyd","Campari(skyy)","Cabo Wabo Blanco",4,"$27.25","109.00"
"2014-01-21 00:00:00",4812,"Floyd","E AND J GALLO WINERY","Familia Camarena Reposado",6,"$15.00","90.00"
"2014-01-21 00:00:00",4812,"Floyd","Proximo","Jose Cuervo Especial Silver",12,"$15.73","188.76"
"2014-01-21 00:00:00",4812,"Floyd","Sazerac North America","Monte Alban Reposado",6,"$14.82","88.92"
"2014-01-21 00:00:00",4878,"O'Brien","Proximo","Jose Cuervo Especial Reposado Tequila",3,"$18.74","56.22"
"2014-01-21 00:00:00",4895,"Linn","Bacardi U.S.A. Inc.","Cazadores Reposado",2,"$28.01","56.02"
"2014-01-21 00:00:00",4895,"Linn","The Patron Spirits Company","Patron Silver Tequila",12,"$12.75","153.00"
"2014-01-21 00:00:00",4899,"Palo Alto","Proximo","Jose Cuervo Especial Reposado Tequila",3,"$18.74","56.22"
"2014-01-21 00:00:00",4901,"Polk","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",3,"$11.27","33.81"
"2014-01-21 00:00:00",4904,"Lyon","Sazerac North America","Montezuma Gold Tequila",12,"$10.53","126.36"
"2014-01-21 00:00:00",4939,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",8,"$4.49","35.92"
"2014-01-21 00:00:00",4945,"Mitchell","Jim Beam Brands","Sauza Gold",1,"$17.32","17.32"
"2014-01-21 00:00:00",4956,"Linn","Proximo","1800 Coconut",6,"$23.19","139.14"
"2014-01-22 00:00:00",2200,"Sac","Proximo","Jose Cuervo Tradicional Reposado Tequila",3,"$22.35","67.05"
"2014-01-22 00:00:00",2290,"Buena Vista","Bacardi U.S.A. Inc.","Cazadores Reposado",3,"$28.01","84.03"
"2014-01-22 00:00:00",2290,"Buena Vista","Brown-Forman Corporation","El Jimador Blanco Tequila",4,"$16.73","66.92"
"2014-01-22 00:00:00",2290,"Buena Vista","Diageo Americas","Don Julio Reposado",2,"$42.75","85.50"
"2014-01-22 00:00:00",2290,"Buena Vista","Jim Beam Brands","Hornitos Gold",4,"$19.68","78.72"
"2014-01-22 00:00:00",2290,"Buena Vista","Proximo","1800 Coconut",3,"$23.19","69.57"
"2014-01-22 00:00:00",2290,"Buena Vista","Proximo","1800 Reposado Tequila",2,"$23.19","46.38"
"2014-01-22 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Reposado Square",12,"$8.25","99.00"
"2014-01-22 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$18.74","224.88"
"2014-01-22 00:00:00",2290,"Buena Vista","Sazerac Co. Inc.","Tortilla White Tequila",24,"$10.73","257.52"
"2014-01-22 00:00:00",2290,"Buena Vista","The Patron Spirits Company","Patron Tequila Silver",3,"$40.50","121.50"
"2014-01-22 00:00:00",2290,"Buena Vista","The Patron Spirits Company","Patron Tequila Silver Mini",1,"$30.45","30.45"
"2014-01-22 00:00:00",2413,"Dubuque","Sazerac Co. Inc.","Torada Tequila Gold",36,"$9.95","358.20"
"2014-01-22 00:00:00",2465,"Dubuque","Jim Beam Brands","Sauza Gold",12,"$13.40","160.80"
"2014-01-22 00:00:00",2465,"Dubuque","Mccormick Distilling Company","Hussong's Reposado Tequila",6,"$30.00","180.00"
"2014-01-22 00:00:00",2465,"Dubuque","Proximo","Jose Cuervo Especial Reposado Square",3,"$8.25","24.75"
"2014-01-22 00:00:00",2465,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",3,"$4.49","13.47"
"2014-01-22 00:00:00",2465,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",36,"$18.74","674.64"
"2014-01-22 00:00:00",2465,"Dubuque","Sazerac North America","Montezuma Gold Tequila",120,"$10.53","1263.60"
"2014-01-22 00:00:00",2465,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",12,"$40.50","486.00"
"2014-01-22 00:00:00",2465,"Dubuque","Wilson Daniels Ltd.","Corralejo Silver",2,"$20.73","41.46"
"2014-01-22 00:00:00",2478,"Polk","The Patron Spirits Company","Patron Tequila Silver",12,"$40.50","486.00"
"2014-01-22 00:00:00",2500,"Story","Brown-Forman Corporation","El Jimador Blanco Tequila",2,"$16.73","33.46"
"2014-01-22 00:00:00",2500,"Story","Brown-Forman Corporation","El Jimador Reposado Tequila",2,"$16.73","33.46"
"2014-01-22 00:00:00",2500,"Story","E AND J GALLO WINERY","Familia Camarena Silver",2,"$15.00","30.00"
"2014-01-22 00:00:00",2500,"Story","Jim Beam Brands","Hornitos Gold",4,"$19.68","78.72"
"2014-01-22 00:00:00",2500,"Story","Jim Beam Brands","Sauza Blanco Silver",12,"$13.40","160.80"
"2014-01-22 00:00:00",2500,"Story","Proximo","1800 Anejo Tequila",1,"$29.24","29.24"
"2014-01-22 00:00:00",2500,"Story","Proximo","1800 Coconut",1,"$23.19","23.19"
"2014-01-22 00:00:00",2500,"Story","Proximo","Jose Cuervo Especial Reposado Flask",8,"$8.25","66.00"
"2014-01-22 00:00:00",2500,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$4.49","26.94"
"2014-01-22 00:00:00",2500,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$15.73","188.76"
"2014-01-22 00:00:00",2500,"Story","Proximo","Jose Cuervo Especial Silver",12,"$15.73","188.76"
"2014-01-22 00:00:00",2500,"Story","Sazerac Co. Inc.","Tortilla White Tequila",12,"$9.52","114.24"
"2014-01-22 00:00:00",2500,"Story","The Patron Spirits Company","Patron Tequila Silver",3,"$40.50","121.50"
"2014-01-22 00:00:00",2501,"Story","Campari(skyy)","Cabo Wabo Reposado",2,"$31.14","62.28"
"2014-01-22 00:00:00",2501,"Story","Jim Beam Brands","Hornitos Plata",2,"$19.68","39.36"
"2014-01-22 00:00:00",2501,"Story","Mccormick Distilling Company","Tarantula Reposado",4,"$15.00","60.00"
"2014-01-22 00:00:00",2501,"Story","Proximo","1800 Coconut",2,"$23.19","46.38"
"2014-01-22 00:00:00",2501,"Story","Proximo","1800 Reposado Tequila",1,"$23.19","23.19"
"2014-01-22 00:00:00",2501,"Story","Proximo","Jose Cuervo Cinge",4,"$15.87","63.48"
"2014-01-22 00:00:00",2501,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",4,"$4.49","17.96"
"2014-01-22 00:00:00",2501,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$15.73","188.76"
"2014-01-22 00:00:00",2501,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$18.74","224.88"
"2014-01-22 00:00:00",2501,"Story","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"$17.25","17.25"
"2014-01-22 00:00:00",2501,"Story","The Patron Spirits Company","Patron Anejo",2,"$46.50","93.00"
"2014-01-22 00:00:00",2501,"Story","The Patron Spirits Company","Patron Tequila Silver",2,"$40.50","81.00"
"2014-01-22 00:00:00",2501,"Story","The Patron Spirits Company","Patron Tequila Silver Mini",1,"$30.45","30.45"
"2014-01-22 00:00:00",2502,"Polk","LUXCO","Juarez Tequila Silver",12,"$9.38","112.56"
"2014-01-22 00:00:00",2502,"Polk","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",12,"$11.27","135.24"
"2014-01-22 00:00:00",2502,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$30.37","364.44"
"2014-01-22 00:00:00",2502,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"$17.25","17.25"
"2014-01-22 00:00:00",2508,"Linn","LUXCO","Juarez Tequila Gold",12,"$10.00","120.00"
"2014-01-22 00:00:00",2508,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$30.37","182.22"
"2014-01-22 00:00:00",2523,"Appanoose","Diageo Americas","Don Julio 70th Anniversary",2,"$48.63","97.26"
"2014-01-22 00:00:00",2524,"Dubuque","Jim Beam Brands","Sauza Gold",12,"$17.32","207.84"
"2014-01-22 00:00:00",2524,"Dubuque","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",12,"$11.27","135.24"
"2014-01-22 00:00:00",2524,"Dubuque","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",12,"$11.27","135.24"
"2014-01-22 00:00:00",2524,"Dubuque","Proximo","1800 Reposado Tequila",2,"$23.19","46.38"
"2014-01-22 00:00:00",2524,"Dubuque","Proximo","Jose Cuervo Especial Reposado Square",3,"$8.25","24.75"
"2014-01-22 00:00:00",2524,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",3,"$4.49","13.47"
"2014-01-22 00:00:00",2524,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$30.37","182.22"
"2014-01-22 00:00:00",2524,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$18.74","224.88"
"2014-01-22 00:00:00",2536,"Polk","Proximo","Jose Cuervo Especial Reposado Square",1,"$8.25","8.25"
"2014-01-22 00:00:00",2536,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"$17.25","17.25"
"2014-01-22 00:00:00",2536,"Polk","The Patron Spirits Company","Patron Tequila Silver",1,"$40.50","40.50"
"2014-01-22 00:00:00",2536,"Polk","The Patron Spirits Company","Patron Tequila Silver Mini",1,"$30.45","30.45"
"2014-01-22 00:00:00",2543,"Wapello","Jim Beam Brands","Sauza Gold",5,"$17.32","86.60"
"2014-01-22 00:00:00",2543,"Wapello","LUXCO","Juarez Tequila Gold",6,"$19.50","117.00"
"2014-01-22 00:00:00",2543,"Wapello","Proximo","Jose Cuervo Especial Reposado Tequila",3,"$18.74","56.22"
"2014-01-22 00:00:00",2543,"Wapello","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$15.73","188.76"
"2014-01-22 00:00:00",2543,"Wapello","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"$17.25","17.25"
"2014-01-22 00:00:00",2543,"Wapello","The Patron Spirits Company","Patron Anejo",1,"$46.50","46.50"
"2014-01-22 00:00:00",2543,"Wapello","The Patron Spirits Company","Patron Silver Tequila",3,"$12.75","38.25"
"2014-01-22 00:00:00",2543,"Wapello","The Patron Spirits Company","Patron Tequila Silver Mini",1,"$30.45","30.45"
"2014-01-22 00:00:00",2548,"Polk","Proximo","Jose Cuervo Especial Reposado Square",4,"$8.25","33.00"
"2014-01-22 00:00:00",2548,"Polk","Sazerac Co. Inc.","Tortilla White Tequila",6,"$19.24","115.44"
"2014-01-22 00:00:00",2559,"Monroe","Proximo","Jose Cuervo Especial Silver",12,"$15.73","188.76"
"2014-01-22 00:00:00",2560,"Linn","Diageo Americas","Don Julio Blanco Tequila",3,"$39.00","117.00"
"2014-01-22 00:00:00",2560,"Linn","Jim Beam Brands","Sauza Gold",6,"$13.40","80.40"
"2014-01-22 00:00:00",2560,"Linn","LUXCO","Juarez Tequila Gold",4,"$9.38","37.52"
"2014-01-22 00:00:00",2560,"Linn","PARAMOUNT DISTILLERS INC.","La Prima Tequila/white",4,"$10.04","40.16"
"2014-01-22 00:00:00",2560,"Linn","Proximo","Jose Cuervo Especial Reposado Flask",8,"$8.25","66.00"
"2014-01-22 00:00:00",2560,"Linn","Proximo","Jose Cuervo Especial Silver",4,"$15.73","62.92"
"2014-01-22 00:00:00",2560,"Linn","Proximo","Jose Cuervo Especial Silver",4,"$18.74","74.96"
"2014-01-22 00:00:00",2560,"Linn","The Patron Spirits Company","Patron Anejo",3,"$46.50","139.50"
"2014-01-22 00:00:00",2566,"Marion","Jim Beam Brands","Hornitos Gold",12,"$19.68","236.16"
"2014-01-22 00:00:00",2566,"Marion","Proximo","Jose Cuervo Especial Reposado Flask",3,"$8.25","24.75"
"2014-01-22 00:00:00",2566,"Marion","Proximo","Jose Cuervo Tradicional Reposado Tequila",12,"$22.35","268.20"
"2014-01-22 00:00:00",2567,"Scott","E AND J GALLO WINERY","Familia Camarena Reposado",2,"$15.00","30.00"
"2014-01-22 00:00:00",2567,"Scott","Sazerac Co. Inc.","Tortilla White Tequila",5,"$9.52","47.60"
"2014-01-22 00:00:00",2576,"Buena Vista","E AND J GALLO WINERY","Familia Camarena Silver",3,"$15.00","45.00"
"2014-01-22 00:00:00",2576,"Buena Vista","Jim Beam Brands","Hornitos Gold",3,"$19.68","59.04"
"2014-01-22 00:00:00",2576,"Buena Vista","Jim Beam Brands","Sauza Blanco Silver",3,"$13.40","40.20"
"2014-01-22 00:00:00",2576,"Buena Vista","The Patron Spirits Company","Patron Anejo",1,"$46.50","46.50"
"2014-01-22 00:00:00",2585,"Kossuth","Bacardi U.S.A. Inc.","Cazadores Reposado",2,"$28.01","56.02"
"2014-01-22 00:00:00",2585,"Kossuth","Proximo","Jose Cuervo Especial Reposado Flask",2,"$8.25","16.50"
"2014-01-22 00:00:00",2585,"Kossuth","The Patron Spirits Company","Patron Anejo",1,"$46.50","46.50"
"2014-01-22 00:00:00",2594,"Woodbury","Brown-Forman Corporation","El Jimador Blanco Tequila",1,"$16.73","16.73"
"2014-01-22 00:00:00",2594,"Woodbury","Jim Beam Brands","Hornitos Gold",2,"$19.68","39.36"
"2014-01-22 00:00:00",2594,"Woodbury","Jim Beam Brands","Hornitos Plata",1,"$19.68","19.68"
"2014-01-22 00:00:00",2594,"Woodbury","Proximo","Jose Cuervo Especial Silver",2,"$18.74","37.48"
"2014-01-22 00:00:00",2594,"Woodbury","Proximo","Jose Cuervo Especial Silver",4,"$15.73","62.92"
"2014-01-22 00:00:00",2596,"Wapello","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$15.73","188.76"
"2014-01-22 00:00:00",2614,"Scott","Bacardi U.S.A. Inc.","Cazadores Reposado",2,"$28.01","56.02"
"2014-01-22 00:00:00",2614,"Scott","Brown-Forman Corporation","El Jimador Reposado Tequila",1,"$16.73","16.73"
"2014-01-22 00:00:00",2614,"Scott","E AND J GALLO WINERY","Familia Camarena Silver",12,"$15.00","180.00"
"2014-01-22 00:00:00",2614,"Scott","Jim Beam Brands","Hornitos Gold",1,"$19.68","19.68"
"2014-01-22 00:00:00",2614,"Scott","Jim Beam Brands","Hornitos Lime Shot",1,"$19.68","19.68"
"2014-01-22 00:00:00",2614,"Scott","Jim Beam Brands","Hornitos Plata",1,"$19.68","19.68"
"2014-01-22 00:00:00",2614,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$30.37","182.22"
"2014-01-22 00:00:00",2614,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",10,"$4.49","44.90"
"2014-01-22 00:00:00",2614,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$15.73","188.76"
"2014-01-22 00:00:00",2614,"Scott","The Patron Spirits Company","Patron Tequila Silver",1,"$87.00","87.00"
"2014-01-22 00:00:00",2621,"Woodbury","Bacardi U.S.A. Inc.","Cazadores Reposado",6,"$28.01","168.06"
"2014-01-22 00:00:00",2621,"Woodbury","Jim Beam Brands","Hornitos Gold",6,"$23.61","141.66"
"2014-01-22 00:00:00",2621,"Woodbury","Jim Beam Brands","Sauza Blue Reposado",12,"$15.75","189.00"
"2014-01-22 00:00:00",2621,"Woodbury","Pernod Ricard USA/Austin Nichols","Avion Silver",6,"$14.99","89.94"
"2014-01-22 00:00:00",2621,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"$17.25","34.50"
"2014-01-22 00:00:00",2623,"Woodbury","Jim Beam Brands","Hornitos Gold",4,"$19.68","78.72"
"2014-01-22 00:00:00",2623,"Woodbury","Proximo","Jose Cuervo Especial Reposado Flask",4,"$8.25","33.00"
"2014-01-22 00:00:00",2623,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",4,"$4.49","17.96"
"2014-01-22 00:00:00",2623,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$18.74","224.88"
"2014-01-22 00:00:00",2623,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"$17.25","17.25"
"2014-01-22 00:00:00",2623,"Woodbury","Sazerac Co. Inc.","Torada Tequila Gold",24,"$9.95","238.80"
"2014-01-22 00:00:00",2623,"Woodbury","The Patron Spirits Company","Patron Tequila Silver Mini",1,"$30.45","30.45"
"2014-01-22 00:00:00",2623,"Woodbury","Wilson Daniels Ltd.","Corralejo Reposado Tequila",6,"$22.50","135.00"
"2014-01-22 00:00:00",2624,"Dubuque","Brown-Forman Corporation","El Jimador Reposado Tequila",2,"$16.73","33.46"
"2014-01-22 00:00:00",2624,"Dubuque","E AND J GALLO WINERY","Familia Camarena Reposado",12,"$15.00","180.00"
"2014-01-22 00:00:00",2625,"Scott","Brown-Forman Corporation","El Jimador Reposado Tequila",3,"$16.73","50.19"
"2014-01-22 00:00:00",2625,"Scott","Campari(skyy)","Cabo Wabo Reposado",6,"$31.14","186.84"
"2014-01-22 00:00:00",2625,"Scott","Jim Beam Brands","Sauza Blue Silver",12,"$15.75","189.00"
"2014-01-22 00:00:00",2625,"Scott","LUXCO","Juarez Tequila Gold",36,"$10.00","360.00"
"2014-01-22 00:00:00",2625,"Scott","LUXCO","Juarez Tequila Silver",96,"$10.00","960.00"
"2014-01-22 00:00:00",2625,"Scott","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",4,"$11.27","45.08"
"2014-01-22 00:00:00",2625,"Scott","Proximo","1800 Reposado Tequila",12,"$23.19","278.28"
"2014-01-22 00:00:00",2625,"Scott","Proximo","Jose Cuervo Especial Reposado Square",2,"$8.25","16.50"
"2014-01-22 00:00:00",2625,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$30.37","182.22"
"2014-01-22 00:00:00",2625,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",48,"$18.74","899.52"
"2014-01-22 00:00:00",2625,"Scott","Proximo","Jose Cuervo Especial Silver",12,"$15.73","188.76"
"2014-01-22 00:00:00",2625,"Scott","Sazerac Co. Inc.","Tortilla White Tequila",12,"$10.73","128.76"
"2014-01-22 00:00:00",2625,"Scott","Sazerac North America","Montezuma Gold Tequila",120,"$10.53","1263.60"
"2014-01-22 00:00:00",2625,"Scott","Sazerac North America","Montezuma White Tequila",12,"$10.53","126.36"
"2014-01-22 00:00:00",2625,"Scott","The Patron Spirits Company","Patron Tequila Silver",48,"$40.50","1944.00"
"2014-01-22 00:00:00",2625,"Scott","Wilson Daniels Ltd.","Corralejo Reposado Tequila",6,"$22.50","135.00"
"2014-01-22 00:00:00",2633,"Polk","E AND J GALLO WINERY","Familia Camarena Silver",12,"$15.00","180.00"
"2014-01-22 00:00:00",2633,"Polk","Proximo","Jose Cuervo Cinge",1,"$15.87","15.87"
"2014-01-22 00:00:00",2633,"Polk","Santa Fe Tequila Company","Silvercoin",6,"$30.32","181.92"
"2014-01-22 00:00:00",2633,"Polk","Sazerac North America","Monte Alban Mezcal",1,"$19.89","19.89"
"2014-01-22 00:00:00",2635,"Scott","E AND J GALLO WINERY","Familia Camarena Reposado",6,"$15.00","90.00"
"2014-01-22 00:00:00",2635,"Scott","E AND J GALLO WINERY","Familia Camarena Silver",6,"$15.00","90.00"
"2014-01-22 00:00:00",2635,"Scott","Jim Beam Brands","Hornitos Gold",6,"$19.68","118.08"
"2014-01-22 00:00:00",2635,"Scott","LUXCO","El Mayor Blanco",6,"$15.00","90.00"
"2014-01-22 00:00:00",2635,"Scott","The Patron Spirits Company","Patron Tequila Silver Mini",1,"$30.45","30.45"
"2014-01-22 00:00:00",2637,"Scott","Jim Beam Brands","Sauza Blanco Silver",4,"$13.40","53.60"
"2014-01-22 00:00:00",2637,"Scott","LUXCO","Juarez Tequila Gold",12,"$9.38","112.56"
"2014-01-22 00:00:00",2637,"Scott","LUXCO","Juarez Tequila Silver",12,"$9.38","112.56"
"2014-01-22 00:00:00",2637,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",48,"$4.49","215.52"
"2014-01-22 00:00:00",2637,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"$17.25","17.25"
"2014-01-22 00:00:00",2637,"Scott","Proximo","Jose Cuervo Especial Silver",12,"$15.73","188.76"
"2014-01-22 00:00:00",2637,"Scott","The Patron Spirits Company","Patron Tequila Silver Mini",1,"$30.45","30.45"
"2014-01-22 00:00:00",2638,"Black Hawk","Brown-Forman Corporation","El Jimador Reposado Tequila",2,"$16.73","33.46"
"2014-01-22 00:00:00",2638,"Black Hawk","E AND J GALLO WINERY","Familia Camarena Silver",3,"$15.00","45.00"
"2014-01-22 00:00:00",2638,"Black Hawk","Jim Beam Brands","Hornitos Plata",2,"$19.68","39.36"
"2014-01-22 00:00:00",2638,"Black Hawk","Jim Beam Brands","Sauza Blanco Silver",2,"$13.40","26.80"
"2014-01-22 00:00:00",2638,"Black Hawk","Proximo","El Zarco Silver",2,"$11.50","23.00"
"2014-01-22 00:00:00",2638,"Black Hawk","The Patron Spirits Company","Patron Anejo",2,"$46.50","93.00"
"2014-01-22 00:00:00",2642,"Marion","LUXCO","Juarez Tequila Gold",24,"$10.00","240.00"
"2014-01-22 00:00:00",2642,"Marion","Proximo","1800 Reposado Tequila",12,"$23.19","278.28"
"2014-01-22 00:00:00",2642,"Marion","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$15.73","188.76"
"2014-01-22 00:00:00",2642,"Marion","The Patron Spirits Company","Patron Tequila Silver",1,"$87.00","87.00"
"2014-01-22 00:00:00",2649,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",4,"$18.74","74.96"
"2014-01-22 00:00:00",2649,"Dubuque","Proximo","Jose Cuervo Especial Silver",4,"$15.73","62.92"
"2014-01-22 00:00:00",2958,"Polk","LUXCO","Juarez Tequila Gold",12,"$9.38","112.56"
"2014-01-22 00:00:00",2958,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",4,"$4.49","17.96"
"2014-01-22 00:00:00",3354,"Scott","Brown-Forman Corporation","El Jimador Reposado Tequila",12,"$16.73","200.76"
"2014-01-22 00:00:00",3354,"Scott","Jim Beam Brands","Hornitos Gold",12,"$23.61","283.32"
"2014-01-22 00:00:00",3354,"Scott","Jim Beam Brands","Sauza Blanco Silver",12,"$13.40","160.80"
"2014-01-22 00:00:00",3354,"Scott","LUXCO","Juarez Tequila Gold",12,"$10.00","120.00"
"2014-01-22 00:00:00",3354,"Scott","Proximo","1800 Reposado Tequila",48,"$23.19","1113.12"
"2014-01-22 00:00:00",3354,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",18,"$30.37","546.66"
"2014-01-22 00:00:00",3354,"Scott","Sazerac North America","Montezuma Gold Tequila",144,"$10.53","1516.32"
"2014-01-22 00:00:00",3400,"Polk","Diageo Americas","Don Julio 70th Anniversary",6,"$48.63","291.78"
"2014-01-22 00:00:00",3400,"Polk","Proximo","Jose Cuervo Especial Reposado Square",12,"$8.25","99.00"
"2014-01-22 00:00:00",3400,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$15.73","188.76"
"2014-01-22 00:00:00",3400,"Polk","Wilson Daniels Ltd.","Corralejo Reposado Tequila",6,"$22.50","135.00"
"2014-01-22 00:00:00",3417,"Iowa","Mccormick Distilling Company","Tarantula Reposado",4,"$15.00","60.00"
"2014-01-22 00:00:00",3447,"Woodbury","LUXCO","Juarez Tequila Silver",48,"$10.00","480.00"
"2014-01-22 00:00:00",3447,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$18.74","224.88"
"2014-01-22 00:00:00",3447,"Woodbury","Sazerac North America","Montezuma Gold Tequila",48,"$10.53","505.44"
"2014-01-22 00:00:00",3495,"Jones","Campari(skyy)","Cabo Wabo Blanco",1,"$27.25","27.25"
"2014-01-22 00:00:00",3495,"Jones","Proximo","Jose Cuervo Especial Reposado Tequila",2,"$18.74","37.48"
"2014-01-22 00:00:00",3495,"Jones","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"$17.25","17.25"
"2014-01-22 00:00:00",3524,"Story","LUXCO","Juarez Tequila Gold",12,"$10.00","120.00"
"2014-01-22 00:00:00",3524,"Story","LUXCO","Juarez Tequila Silver",24,"$10.00","240.00"
"2014-01-22 00:00:00",3524,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$18.74","224.88"
"2014-01-22 00:00:00",3524,"Story","Sazerac North America","Montezuma Gold Tequila",120,"$10.53","1263.60"
"2014-01-22 00:00:00",3573,"Wapello","Proximo","Jose Cuervo Especial Reposado Flask",3,"$8.25","24.75"
"2014-01-22 00:00:00",3573,"Wapello","Proximo","Jose Cuervo Especial Reposado Tequila",3,"$15.73","47.19"
"2014-01-22 00:00:00",3584,"Fayette","Campari(skyy)","Cabo Wabo Reposado",6,"$31.14","186.84"
"2014-01-22 00:00:00",3584,"Fayette","LUXCO","Juarez Tequila Gold",12,"$10.00","120.00"
"2014-01-22 00:00:00",3584,"Fayette","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$30.37","182.22"
"2014-01-22 00:00:00",3632,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$30.37","182.22"
"2014-01-22 00:00:00",3635,"Boone","LUXCO","Juarez Tequila Silver",2,"$10.00","20.00"
"2014-01-22 00:00:00",3655,"Woodbury","Proximo","1800 Reposado Tequila",3,"$23.19","69.57"
"2014-01-22 00:00:00",3655,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",12,"$18.74","224.88"
"2014-01-22 00:00:00",3655,"Woodbury","Wilson Daniels Ltd.","Corralejo Reposado Tequila",6,"$22.50","135.00"
"2014-01-22 00:00:00",3722,"Woodbury","LUXCO","Juarez Tequila Gold",12,"$9.38","112.56"
"2014-01-22 00:00:00",3722,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$30.37","182.22"
"2014-01-22 00:00:00",3723,"Monona","Diageo Americas","Don Julio Reposado",1,"$42.75","42.75"
"2014-01-22 00:00:00",3723,"Monona","E AND J GALLO WINERY","Familia Camarena Silver",1,"$15.00","15.00"
"2014-01-22 00:00:00",3723,"Monona","LUXCO","Juarez Tequila Gold",12,"$10.00","120.00"
"2014-01-22 00:00:00",3723,"Monona","Proximo","Jose Cuervo Especial Reposado Tequila",2,"$30.37","60.74"
"2014-01-22 00:00:00",3723,"Monona","The Patron Spirits Company","Patron Tequila Silver",2,"$40.50","81.00"
"2014-01-22 00:00:00",3726,"Wapello","The Patron Spirits Company","Patron Tequila Silver",12,"$40.50","486.00"
"2014-01-22 00:00:00",3732,"Scott","The Patron Spirits Company","Patron Tequila Silver",1,"$40.50","40.50"
"2014-01-22 00:00:00",3738,"Dubuque","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",2,"$11.27","22.54"
"2014-01-22 00:00:00",3744,"Dubuque","LUXCO","Juarez Tequila Silver",3,"$9.38","28.14"
"2014-01-22 00:00:00",3744,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",2,"$18.74","37.48"
"2014-01-22 00:00:00",3757,"Woodbury","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",12,"$11.27","135.24"
"2014-01-22 00:00:00",3757,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",6,"$30.37","182.22"
"2014-01-22 00:00:00",3757,"Woodbury","Proximo","Jose Cuervo Tradicional Reposado Tequila",12,"$22.35","268.20"
"2014-01-22 00:00:00",3757,"Woodbury","Sazerac Co. Inc.","Tortilla Gold Tequila",12,"$9.40","112.80"
"2014-01-22 00:00:00",3818,"Marion","Bacardi U.S.A. Inc.","Cazadores Reposado",1,"$28.01","28.01"
"2014-01-22 00:00:00",3818,"Marion","Brown-Forman Corporation","Herradura Gold Reposado 6pak",1,"$35.36","35.36"
