"date","store","county","vendor","description","bottle_qty","total"
"2014-04-09 00:00:00",3797,"Scott","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-04-09 00:00:00",4105,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.46"
"2014-04-09 00:00:00",2576,"Buena Vista","Brown-Forman Corporation","El Jimador Blanco Tequila",3,"50.19"
"2014-04-09 00:00:00",4106,"Dubuque","Proximo","Jose Cuervo Especial Reposado Flask",3,"24.75"
"2014-04-09 00:00:00",2502,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",48,"755.04"
"2014-04-09 00:00:00",3820,"Woodbury","Brown-Forman Corporation","Herradura Gold Reposado 6pak",6,"212.16"
"2014-04-09 00:00:00",4112,"Johnson","Diageo Americas","Don Julio Blanco Tequila",12,"468.00"
"2014-04-09 00:00:00",2624,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",4,"17.96"
"2014-04-09 00:00:00",4107,"Boone","Sazerac Co. Inc.","Tortilla White Tequila",2,"18.60"
"2014-04-09 00:00:00",3354,"Scott","Sazerac North America","Montezuma Gold Tequila",144,"1516.32"
"2014-04-09 00:00:00",3819,"Winneshiek","Sazerac North America","Montezuma White Tequila",1,"10.53"
"2014-04-09 00:00:00",4112,"Johnson","Diageo Americas","Don Julio Anejo Tequila",6,"288.00"
"2014-04-09 00:00:00",4112,"Johnson","Diageo Americas","Don Julio 70th Anniversary",6,"291.78"
"2014-04-09 00:00:00",2614,"Scott","Luxco-Cleveland","La Prima Tequila/gold",2,"37.00"
"2014-04-09 00:00:00",3447,"Woodbury","Sazerac North America","Montezuma Gold Tequila",264,"2779.92"
"2014-04-09 00:00:00",3731,"Scott","Jim Beam Brands","Sauza Gold",12,"160.80"
"2014-04-09 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Silver",2,"37.48"
"2014-04-09 00:00:00",3947,"Poweshiek","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-04-09 00:00:00",3495,"Jones","Proximo","Jose Cuervo Especial Reposado Tequila",1,"18.74"
"2014-04-09 00:00:00",4163,"Buena Vista","Proximo","1800 Reposado Tequila",1,"23.19"
"2014-04-09 00:00:00",4129,"Story","Luxco-St Louis","Juarez Tequila Silver",2,"18.76"
"2014-04-09 00:00:00",4129,"Story","Proximo","El Zarco Silver",1,"11.50"
"2014-04-09 00:00:00",2501,"Story","Proximo","Jose Cuervo Especial Silver",12,"224.88"
"2014-04-09 00:00:00",2567,"Scott","Sazerac Co. Inc.","Tortilla White Tequila",2,"37.92"
"2014-04-09 00:00:00",4129,"Story","Luxco-St Louis","El Mayor Blanco",12,"180.00"
"2014-04-09 00:00:00",2594,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.76"
"2014-04-09 00:00:00",4129,"Story","Proximo","Jose Cuervo Especial Silver",2,"31.46"
"2014-04-09 00:00:00",4129,"Story","Campari(skyy)","Cabo Wabo Blanco",3,"81.75"
"2014-04-09 00:00:00",4129,"Story","Luxco-St Louis","Juarez Tequila Silver",2,"20.00"
"2014-04-09 00:00:00",4129,"Story","Pernod Ricard USA/Austin Nichols","Olmeca Altos Plata",1,"14.99"
"2014-04-09 00:00:00",4129,"Story","Santa Fe Tequila Company","Silvercoin",3,"90.96"
"2014-04-09 00:00:00",4129,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",2,"37.48"
"2014-04-09 00:00:00",4129,"Story","E AND J GALLO WINERY","Familia Camarena Reposado",2,"30.00"
"2014-04-09 00:00:00",4129,"Story","Luxco-St Louis","El Mayor Anejo Tequila",6,"135.00"
"2014-04-09 00:00:00",4129,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.46"
"2014-04-09 00:00:00",4134,"Marion","Proximo","Jose Cuervo Especial Reposado Tequila",2,"8.98"
"2014-04-09 00:00:00",4829,"Polk","Diageo Americas","Don Julio Anejo Tequila",6,"288.00"
"2014-04-09 00:00:00",4638,"Scott","Proximo","Jose Cuervo Especial Silver",24,"198.00"
"2014-04-09 00:00:00",4638,"Scott","Proximo","1800 Silver Tequila",3,"40.32"
"2014-04-09 00:00:00",4135,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",6,"94.38"
"2014-04-09 00:00:00",2500,"Story","Proximo","1800 Reposado Tequila",4,"92.76"
"2014-04-09 00:00:00",2623,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",12,"224.88"
"2014-04-09 00:00:00",4147,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",6,"94.38"
"2014-04-09 00:00:00",4163,"Buena Vista","Proximo","1800 Silver Tequila",1,"23.19"
"2014-04-09 00:00:00",2611,"Wapello","Diageo Americas","Don Julio Reposado",2,"85.50"
"2014-04-09 00:00:00",4156,"Fayette","Proximo","Jose Cuervo Cinge",2,"31.74"
"2014-04-09 00:00:00",3644,"Polk","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-04-09 00:00:00",4165,"Polk","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-04-09 00:00:00",2623,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",4,"17.96"
"2014-04-09 00:00:00",4167,"Dubuque","The Patron Spirits Company","Patron Silver Tequila",12,"252.00"
"2014-04-09 00:00:00",2614,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",10,"44.90"
"2014-04-09 00:00:00",4963,"Cedar","Proximo","Jose Cuervo Especial Reposado Tequila",1,"18.74"
"2014-04-09 00:00:00",4167,"Dubuque","Proximo","1800 Silver Tequila",3,"69.57"
"2014-04-09 00:00:00",4762,"Winneshiek","Proximo","Jose Cuervo Especial Reposado Tequila",3,"47.19"
"2014-04-09 00:00:00",4167,"Dubuque","Proximo","1800 Silver Tequila",3,"40.32"
"2014-04-09 00:00:00",4167,"Dubuque","Proximo","Jose Cuervo Especial Silver",4,"62.92"
"2014-04-09 00:00:00",4167,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",4,"62.92"
"2014-04-09 00:00:00",4167,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-04-09 00:00:00",2572,"Black Hawk","Campari(skyy)","Cabo Wabo Reposado",2,"62.28"
"2014-04-09 00:00:00",2508,"Linn","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-04-09 00:00:00",4171,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-04-09 00:00:00",4171,"Dubuque","Luxco-St Louis","Juarez Tequila Silver",2,"20.00"
"2014-04-09 00:00:00",2835,"Black Hawk","Jim Beam Brands","Sauza Blanco Silver",12,"160.80"
"2014-04-09 00:00:00",2621,"Woodbury","Luxco-St Louis","Juarez Tequila Gold",12,"112.56"
"2014-04-09 00:00:00",4180,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila",2,"8.98"
"2014-04-09 00:00:00",4180,"Linn","The Patron Spirits Company","Patron Silver Tequila",1,"21.00"
"2014-04-09 00:00:00",4197,"Woodbury","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-04-09 00:00:00",4181,"Dubuque","The Patron Spirits Company","Patron Silver Tequila",1,"21.00"
"2014-04-09 00:00:00",4181,"Dubuque","Luxco-St Louis","Juarez Tequila Silver",4,"37.52"
"2014-04-09 00:00:00",4182,"Dubuque","Sazerac Co. Inc.","Tortilla White Tequila",12,"111.60"
"2014-04-09 00:00:00",3791,"Greene","Proximo","Jose Cuervo Especial Reposado Flask",2,"16.50"
"2014-04-09 00:00:00",2502,"Polk","Brown-Forman Corporation","El Jimador Blanco Tequila",36,"602.28"
"2014-04-09 00:00:00",3400,"Polk","Luxco-St Louis","Juarez Tequila Gold",12,"120.00"
"2014-04-09 00:00:00",4057,"Polk","The Patron Spirits Company","Patron Tequila Silver",6,"243.00"
"2014-04-09 00:00:00",4183,"Winneshiek","Proximo","Jose Cuervo Especial Silver",2,"31.46"
"2014-04-09 00:00:00",4183,"Winneshiek","Jim Beam Brands","Sauza Gold",12,"160.80"
"2014-04-09 00:00:00",4183,"Winneshiek","Sazerac Co. Inc.","Tortilla White Tequila",1,"9.96"
"2014-04-09 00:00:00",2536,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"224.88"
"2014-04-09 00:00:00",3825,"Polk","Proximo","Jose Cuervo Especial Reposado Square",12,"99.00"
"2014-04-09 00:00:00",4191,"Marion","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.76"
"2014-04-09 00:00:00",2543,"Wapello","WILLIAM GRANT AND SONS INC.","Milagro Silver Tequila",1,"23.54"
"2014-04-09 00:00:00",2576,"Buena Vista","Proximo","Jose Cuervo Especial Reposado Tequila",3,"13.47"
"2014-04-09 00:00:00",4196,"Scott","Sazerac Co. Inc.","Torada Tequila Gold",2,"19.90"
"2014-04-09 00:00:00",4196,"Scott","E AND J GALLO WINERY","Familia Camarena Reposado",3,"45.00"
"2014-04-09 00:00:00",3869,"Johnson","The Patron Spirits Company","Patron Silver Tequila",2,"42.00"
"2014-04-09 00:00:00",4200,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",3,"47.19"
"2014-04-09 00:00:00",3869,"Johnson","Diageo Americas","Don Julio 70th Anniversary",1,"48.63"
"2014-04-09 00:00:00",2649,"Dubuque","Brown-Forman Corporation","El Jimador Reposado Tequila",4,"66.92"
"2014-04-09 00:00:00",3849,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-04-09 00:00:00",3869,"Johnson","Bacardi U.S.A. Inc.","Cazadores Anejo",2,"70.00"
"2014-04-09 00:00:00",2501,"Story","Sazerac Co. Inc.","Tortilla White Tequila",6,"113.76"
"2014-04-09 00:00:00",3952,"Scott","Sazerac Co. Inc.","Tortilla White Tequila",12,"119.52"
"2014-04-09 00:00:00",4251,"Story","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-04-09 00:00:00",4251,"Story","Campari(skyy)","Cabo Wabo Blanco",2,"54.50"
"2014-04-09 00:00:00",2625,"Scott","Sazerac North America","Montezuma Gold Tequila",120,"1263.60"
"2014-04-09 00:00:00",2624,"Dubuque","Proximo","Jose Cuervo Especial Silver",12,"188.76"
"2014-04-09 00:00:00",4268,"Kossuth","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",3,"30.81"
"2014-04-09 00:00:00",4268,"Kossuth","Pernod Ricard USA/Austin Nichols","Avion Silver",1,"33.74"
"2014-04-09 00:00:00",4167,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-04-09 00:00:00",2635,"Scott","E AND J GALLO WINERY","Familia Camarena Silver",6,"90.00"
"2014-04-09 00:00:00",2849,"Polk","Campari(skyy)","Cabo Wabo Reposado",3,"93.42"
"2014-04-09 00:00:00",2502,"Polk","Proximo","Jose Cuervo Especial Silver",36,"566.28"
"2014-04-09 00:00:00",3540,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.76"
"2014-04-09 00:00:00",2548,"Polk","Proximo","Jose Cuervo Especial Reposado Square",4,"33.00"
"2014-04-09 00:00:00",4273,"Polk","The Patron Spirits Company","Patron Silver Tequila",2,"25.50"
"2014-04-09 00:00:00",4273,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.46"
"2014-04-09 00:00:00",3757,"Woodbury","Sazerac Co. Inc.","Tortilla Gold Tequila",12,"111.60"
"2014-04-09 00:00:00",4293,"Wapello","Proximo","Jose Cuervo Especial Silver",2,"37.48"
"2014-04-09 00:00:00",2635,"Scott","Luxco-St Louis","El Mayor Blanco",12,"180.00"
"2014-04-09 00:00:00",4299,"Linn","Proximo","Jose Cuervo Especial Reposado Square",4,"33.00"
"2014-04-09 00:00:00",4004,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.76"
"2014-04-09 00:00:00",3524,"Story","Proximo","1800 Reposado Tequila",12,"278.28"
"2014-04-09 00:00:00",2637,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.76"
"2014-04-09 00:00:00",3614,"Ida","Proximo","Jose Cuervo Especial Reposado Tequila",4,"62.92"
"2014-04-09 00:00:00",4268,"Kossuth","Pernod Ricard USA/Austin Nichols","Avion Silver",1,"33.74"
"2014-04-09 00:00:00",4346,"Benton","Luxco-St Louis","Juarez Tequila Gold",1,"10.00"
"2014-04-09 00:00:00",4346,"Benton","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.46"
"2014-04-09 00:00:00",4829,"Polk","Diageo Americas","Don Julio 1942",6,"550.44"
"2014-04-09 00:00:00",2290,"Buena Vista","Jim Beam Brands","Sauza Cien Anos Reposado",2,"30.00"
"2014-04-09 00:00:00",4404,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-04-09 00:00:00",4427,"Johnson","Proximo","Jose Cuervo Especial Reposado Flask",2,"16.50"
"2014-04-09 00:00:00",3524,"Story","Luxco-St Louis","Juarez Tequila Silver",12,"120.00"
"2014-04-09 00:00:00",3045,"Hancock","Jim Beam Brands","Hornitos Gold",3,"59.04"
"2014-04-09 00:00:00",3858,"Scott","Luxco-St Louis","Juarez Tequila Gold",2,"18.76"
"2014-04-09 00:00:00",2502,"Polk","E AND J GALLO WINERY","Familia Camarena Silver",60,"900.00"
"2014-04-09 00:00:00",4444,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-04-09 00:00:00",4444,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.76"
"2014-04-09 00:00:00",3858,"Scott","Pernod Ricard USA/Austin Nichols","Avion Silver",1,"33.74"
"2014-04-09 00:00:00",2567,"Scott","Sazerac Co. Inc.","Tortilla White Tequila",2,"18.60"
"2014-04-09 00:00:00",4452,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",48,"215.52"
"2014-04-09 00:00:00",4452,"Woodbury","The Patron Spirits Company","Patron Silver Tequila",3,"63.00"
"2014-04-09 00:00:00",4452,"Woodbury","Proximo","1800 Reposado Tequila",3,"69.57"
"2014-04-09 00:00:00",4452,"Woodbury","Proximo","Jose Cuervo Especial Reposado Flask",24,"198.00"
"2014-04-09 00:00:00",4196,"Scott","E AND J GALLO WINERY","Familia Camarena Reposado",3,"45.00"
"2014-04-09 00:00:00",4509,"Story","Luxco-St Louis","Juarez Tequila Silver",12,"120.00"
"2014-04-09 00:00:00",4453,"Winnebago","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-04-09 00:00:00",2536,"Polk","Luxco-St Louis","El Mayor Blanco",6,"90.00"
"2014-04-09 00:00:00",3723,"Monona","Proximo","Jose Cuervo Especial Reposado Tequila",4,"74.96"
"2014-04-09 00:00:00",2614,"Scott","Luxco-Cleveland","La Prima Tequila/white",3,"30.12"
"2014-04-09 00:00:00",4097,"Crawford","Proximo","Jose Cuervo Especial Silver",1,"18.74"
"2014-04-09 00:00:00",4464,"Scott","Proximo","1800 Silver Tequila",3,"40.32"
"2014-04-09 00:00:00",4464,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",48,"215.52"
"2014-04-09 00:00:00",4509,"Story","Proximo","1800 Silver Tequila",5,"115.95"
"2014-04-09 00:00:00",4129,"Story","Proximo","El Zarco Silver",1,"11.50"
"2014-04-09 00:00:00",4509,"Story","Sazerac Co. Inc.","Tortilla Gold Tequila",12,"111.60"
"2014-04-09 00:00:00",4509,"Story","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-04-09 00:00:00",3400,"Polk","Proximo","1800 Anejo Tequila",6,"175.44"
"2014-04-09 00:00:00",4710,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",6,"243.00"
"2014-04-09 00:00:00",4509,"Story","Sazerac Co. Inc.","Tortilla White Tequila",12,"119.52"
"2014-04-09 00:00:00",4509,"Story","Jim Beam Brands","Hornitos Lime Shot",2,"39.36"
"2014-04-09 00:00:00",4509,"Story","Luxco-St Louis","Juarez Tequila Silver",12,"120.00"
"2014-04-09 00:00:00",4299,"Linn","Proximo","Jose Cuervo Especial Reposado Square",4,"33.00"
"2014-04-09 00:00:00",4509,"Story","Proximo","1800 Silver Tequila",5,"115.95"
"2014-04-09 00:00:00",2567,"Scott","Sazerac Co. Inc.","Tortilla Gold Tequila",24,"223.20"
"2014-04-09 00:00:00",4735,"Wapello","The Patron Spirits Company","Patron Anejo",12,"558.00"
"2014-04-09 00:00:00",4509,"Story","Proximo","Jose Cuervo Especial Reposado Flask",6,"49.50"
"2014-04-09 00:00:00",4509,"Story","Jim Beam Brands","Sauza Cien Anos Reposado",2,"30.00"
"2014-04-09 00:00:00",4509,"Story","Luxco-St Louis","Juarez Tequila Gold",12,"120.00"
"2014-04-09 00:00:00",4520,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",6,"94.38"
"2014-04-09 00:00:00",2500,"Story","Jim Beam Brands","Sauza Gold",12,"160.80"
"2014-04-09 00:00:00",4583,"Calhoun","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-04-09 00:00:00",4565,"Woodbury","Proximo","Jose Cuervo Especial Reposado Flask",12,"99.00"
"2014-04-09 00:00:00",4558,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-04-09 00:00:00",4558,"Woodbury","Proximo","Jose Cuervo Especial Reposado Flask",24,"198.00"
"2014-04-09 00:00:00",4558,"Woodbury","The Patron Spirits Company","Patron Silver Tequila",3,"63.00"
"2014-04-09 00:00:00",4565,"Woodbury","Proximo","Jose Cuervo Especial Reposado Flask",12,"99.00"
"2014-04-09 00:00:00",4167,"Dubuque","The Patron Spirits Company","Patron Silver Tequila",12,"252.00"
"2014-04-09 00:00:00",4583,"Calhoun","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-04-09 00:00:00",2536,"Polk","Diageo Americas","Don Julio Anejo Tequila",1,"48.00"
"2014-04-09 00:00:00",2649,"Dubuque","E AND J GALLO WINERY","Familia Camarena Reposado",2,"30.00"
"2014-04-09 00:00:00",3354,"Scott","The Patron Spirits Company","Patron Tequila Silver",240,"9720.00"
"2014-04-09 00:00:00",4586,"Calhoun","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.76"
"2014-04-09 00:00:00",3354,"Scott","Jim Beam Brands","Hornitos Gold",12,"283.32"
"2014-04-09 00:00:00",4588,"Woodbury","Proximo","1800 Reposado Tequila",1,"23.19"
"2014-04-09 00:00:00",4588,"Woodbury","Proximo","Jose Cuervo Especial Reposado Tequila",48,"215.52"
"2014-04-09 00:00:00",4129,"Story","Santa Fe Tequila Company","Silvercoin",3,"90.96"
"2014-04-09 00:00:00",3869,"Johnson","Sazerac Co. Inc.","Tortilla White Tequila",2,"18.60"
"2014-04-09 00:00:00",3400,"Polk","Bacardi U.S.A. Inc.","Cazadores Reposado",12,"315.00"
"2014-04-09 00:00:00",4346,"Benton","Luxco-St Louis","Juarez Tequila Gold",1,"10.00"
"2014-04-09 00:00:00",4596,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-04-09 00:00:00",4599,"Polk","The Patron Spirits Company","Patron Silver Tequila",3,"63.00"
"2014-04-09 00:00:00",3890,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila",2,"8.98"
"2014-04-09 00:00:00",3820,"Woodbury","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",12,"123.24"
"2014-04-09 00:00:00",2566,"Marion","Luxco-St Louis","Juarez Tequila Silver",6,"117.00"
"2014-04-09 00:00:00",2505,"Boone","Campari(skyy)","Cabo Wabo Reposado",2,"62.28"
"2014-04-09 00:00:00",4135,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",6,"94.38"
"2014-04-09 00:00:00",4134,"Marion","Proximo","Jose Cuervo Especial Reposado Tequila",2,"8.98"
"2014-04-09 00:00:00",4638,"Scott","Proximo","1800 Silver Tequila",3,"40.32"
"2014-04-09 00:00:00",4638,"Scott","Proximo","Jose Cuervo Especial Silver",24,"198.00"
"2014-04-09 00:00:00",4638,"Scott","Pernod Ricard USA/Austin Nichols","Avion Silver",3,"44.97"
"2014-04-09 00:00:00",2625,"Scott","Luxco-St Louis","Juarez Tequila Silver",24,"240.00"
"2014-04-09 00:00:00",2594,"Woodbury","Jim Beam Brands","Hornitos Gold",1,"19.68"
"2014-04-09 00:00:00",4129,"Story","E AND J GALLO WINERY","Familia Camarena Reposado",2,"30.00"
"2014-04-09 00:00:00",4640,"Scott","The Patron Spirits Company","Patron Tequila Silver Mini",2,"60.90"
"2014-04-09 00:00:00",2178,"Allamakee","Proximo","1800 Reposado Tequila",1,"23.19"
"2014-04-09 00:00:00",2637,"Scott","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-04-09 00:00:00",4670,"Bremer","Campari(skyy)","Cabo Wabo Reposado",2,"62.28"
"2014-04-09 00:00:00",4670,"Bremer","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-04-09 00:00:00",4670,"Bremer","Proximo","Jose Cuervo Especial Reposado Tequila",12,"224.88"
"2014-04-09 00:00:00",4670,"Bremer","Diageo Americas","Don Julio Anejo Tequila",1,"48.00"
"2014-04-09 00:00:00",2200,"Sac","Brown-Forman Corporation","Herradura Silver",2,"62.82"
"2014-04-09 00:00:00",2566,"Marion","The Patron Spirits Company","Patron Silver Tequila",3,"63.00"
"2014-04-09 00:00:00",2500,"Story","E AND J GALLO WINERY","Familia Camarena Silver",12,"180.00"
"2014-04-09 00:00:00",2501,"Story","Jim Beam Brands","Hornitos Gold",4,"78.72"
"2014-04-09 00:00:00",4171,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-04-09 00:00:00",4273,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.46"
"2014-04-09 00:00:00",2200,"Sac","The Patron Spirits Company","Patron Tequila Silver",1,"87.00"
"2014-04-09 00:00:00",2200,"Sac","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-04-09 00:00:00",2200,"Sac","Proximo","Jose Cuervo Especial Reposado Tequila",4,"74.96"
"2014-04-09 00:00:00",2200,"Sac","Proximo","Jose Cuervo Tradicional Reposado Tequila",2,"44.70"
"2014-04-09 00:00:00",3820,"Woodbury","Luxco-St Louis","Juarez Tequila Silver",12,"120.00"
"2014-04-09 00:00:00",2637,"Scott","Proximo","Jose Cuervo Tradicional Reposado Tequila",4,"89.40"
"2014-04-09 00:00:00",3722,"Woodbury","Luxco-St Louis","Juarez Tequila Gold",12,"112.56"
"2014-04-09 00:00:00",3573,"Wapello","Diageo Americas","Don Julio Blanco Tequila",2,"78.00"
"2014-04-09 00:00:00",3818,"Marion","Proximo","Jose Cuervo Especial Silver",1,"18.74"
"2014-04-09 00:00:00",4681,"Fayette","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-04-09 00:00:00",3990,"Mahaska","Proximo","1800 Coconut",1,"23.19"
"2014-04-09 00:00:00",2200,"Sac","Proximo","Jose Cuervo Especial Reposado Tequila",4,"74.96"
"2014-04-09 00:00:00",2200,"Sac","Proximo","Jose Cuervo Tradicional Reposado Tequila",2,"44.70"
"2014-04-09 00:00:00",3943,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",4,"17.96"
"2014-04-09 00:00:00",4685,"Dubuque","The Patron Spirits Company","Patron Silver Tequila",4,"84.00"
"2014-04-09 00:00:00",3819,"Winneshiek","Bacardi U.S.A. Inc.","Cazadores Reposado",3,"78.75"
"2014-04-09 00:00:00",2290,"Buena Vista","Diageo Americas","Don Julio Anejo Tequila",2,"96.00"
"2014-04-09 00:00:00",3715,"Scott","Proximo","Jose Cuervo Especial Reposado Square",12,"99.00"
"2014-04-09 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Silver",2,"37.48"
"2014-04-09 00:00:00",2290,"Buena Vista","Sazerac Co. Inc.","Tortilla White Tequila",12,"119.52"
"2014-04-09 00:00:00",2290,"Buena Vista","Jim Beam Brands","Sauza Blanco Silver",4,"53.60"
"2014-04-09 00:00:00",2290,"Buena Vista","The Patron Spirits Company","Patron Tequila Silver",6,"243.00"
"2014-04-09 00:00:00",2290,"Buena Vista","The Patron Spirits Company","Patron Silver Tequila",3,"63.00"
"2014-04-09 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Tradicional Reposado Tequila",1,"22.35"
"2014-04-09 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Reposado Tequila",3,"56.22"
"2014-04-09 00:00:00",2572,"Black Hawk","Proximo","1800 Reposado Tequila",12,"278.28"
"2014-04-09 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Reposado Tequila",4,"62.92"
"2014-04-09 00:00:00",4694,"Scott","The Patron Spirits Company","Patron Silver Tequila",3,"38.25"
"2014-04-09 00:00:00",2290,"Buena Vista","Jim Beam Brands","Sauza Cien Anos Reposado",2,"30.00"
"2014-04-09 00:00:00",2290,"Buena Vista","Brown-Forman Corporation","El Jimador Reposado Tequila",4,"66.92"
"2014-04-09 00:00:00",2543,"Wapello","Sazerac North America","Monte Alban Mezcal",2,"39.78"
"2014-04-09 00:00:00",4167,"Dubuque","Proximo","Jose Cuervo Especial Silver",4,"62.92"
"2014-04-09 00:00:00",4509,"Story","Luxco-St Louis","Juarez Tequila Gold",12,"120.00"
"2014-04-09 00:00:00",4710,"Dubuque","The Patron Spirits Company","Patron Anejo",6,"279.00"
"2014-04-09 00:00:00",2413,"Dubuque","Proximo","Jose Cuervo Tradicional Reposado Tequila",12,"268.20"
"2014-04-09 00:00:00",4509,"Story","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-04-09 00:00:00",4710,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",6,"243.00"
"2014-04-09 00:00:00",4520,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",6,"94.38"
"2014-04-09 00:00:00",2413,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-04-09 00:00:00",2413,"Dubuque","Luxco-St Louis","Juarez Tequila Silver",12,"120.00"
"2014-04-09 00:00:00",4586,"Calhoun","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.76"
"2014-04-09 00:00:00",2413,"Dubuque","Sazerac Co. Inc.","Torada Tequila Gold",36,"358.20"
"2014-04-09 00:00:00",2413,"Dubuque","Jim Beam Brands","Sauza Gold",12,"207.84"
"2014-04-09 00:00:00",4509,"Story","Sazerac Co. Inc.","Tortilla Gold Tequila",12,"111.60"
"2014-04-09 00:00:00",2501,"Story","Proximo","1800 Silver Tequila",4,"92.76"
"2014-04-09 00:00:00",3644,"Polk","Proximo","Jose Cuervo Especial Silver",12,"364.44"
"2014-04-09 00:00:00",4588,"Woodbury","Proximo","1800 Reposado Tequila",1,"23.19"
"2014-04-09 00:00:00",4509,"Story","Sazerac Co. Inc.","Tortilla White Tequila",12,"119.52"
"2014-04-09 00:00:00",3869,"Johnson","Brown-Forman Corporation","Herradura Silver",1,"31.41"
"2014-04-09 00:00:00",4735,"Wapello","The Patron Spirits Company","Patron Anejo",12,"558.00"
"2014-04-09 00:00:00",4735,"Wapello","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-04-09 00:00:00",4163,"Buena Vista","Proximo","1800 Reposado Tequila",1,"23.19"
"2014-04-09 00:00:00",2465,"Dubuque","Luxco-St Louis","Juarez Tequila Gold",12,"120.00"
"2014-04-09 00:00:00",2465,"Dubuque","Sazerac North America","Montezuma Gold Tequila",180,"1895.40"
"2014-04-09 00:00:00",2523,"Appanoose","Proximo","Jose Cuervo Especial Reposado Tequila",3,"56.22"
