"date","store","county","vendor","description","bottle_qty","total"
"2014-11-13 00:00:00",2635,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila Mini",3,"51.75"
"2014-11-13 00:00:00",2635,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",2652,"Cerro Gordo","Trinchero Family Estates","Cruz Del Sol Silver",2,"75.52"
"2014-11-13 00:00:00",2652,"Cerro Gordo","Luxco-St Louis","Juarez Tequila Silver",6,"121.50"
"2014-11-13 00:00:00",2652,"Cerro Gordo","The Patron Spirits Company","Patron Tequila Silver Mini",10,"304.50"
"2014-11-13 00:00:00",2652,"Cerro Gordo","Jim Beam Brands","Hornitos Plata",12,"236.16"
"2014-11-13 00:00:00",2652,"Cerro Gordo","Sazerac Co. Inc.","Tortilla White Tequila",12,"119.52"
"2014-11-13 00:00:00",2652,"Cerro Gordo","Luxco-St Louis","Juarez Tequila Gold",6,"121.50"
"2014-11-13 00:00:00",2652,"Cerro Gordo","E AND J GALLO WINERY","Familia Camarena Reposado",12,"180.00"
"2014-11-13 00:00:00",2663,"Polk","Proximo","Jose Cuervo Especial Silver",12,"188.88"
"2014-11-13 00:00:00",2663,"Polk","Luxco-St Louis","El Mayor Blanco",6,"99.00"
"2014-11-13 00:00:00",2663,"Polk","Pernod Ricard USA/Austin Nichols","Olmeca Altos Plata",6,"103.44"
"2014-11-13 00:00:00",2663,"Polk","The Patron Spirits Company","Patron Tequila Silver Mini",1,"30.45"
"2014-11-13 00:00:00",2663,"Polk","The Patron Spirits Company","Patron Silver Tequila",2,"42.00"
"2014-11-13 00:00:00",2663,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",2663,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-13 00:00:00",2663,"Polk","The Patron Spirits Company","Patron Anejo",2,"49.50"
"2014-11-13 00:00:00",2806,"Clinton","E AND J GALLO WINERY","Familia Camarena Silver",3,"45.00"
"2014-11-13 00:00:00",2806,"Clinton","Jim Beam Brands","Sauza Blanco Silver",12,"160.80"
"2014-11-13 00:00:00",2806,"Clinton","Proximo","Jose Cuervo Especial Reposado Square",2,"16.50"
"2014-11-13 00:00:00",2953,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-11-13 00:00:00",2953,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.48"
"2014-11-13 00:00:00",2954,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",2955,"Polk","Proximo","Jose Cuervo Especial Silver",12,"188.88"
"2014-11-13 00:00:00",3041,"Jasper","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-13 00:00:00",3041,"Jasper","Jim Beam Brands","Sauza Gold",12,"160.80"
"2014-11-13 00:00:00",3054,"Poweshiek","Proximo","Jose Cuervo Especial Silver",3,"47.22"
"2014-11-13 00:00:00",3054,"Poweshiek","E AND J GALLO WINERY","Familia Camarena Silver",3,"45.00"
"2014-11-13 00:00:00",3054,"Poweshiek","Heaven Hill Distilleries Inc.","Lunazul Blanco",3,"42.39"
"2014-11-13 00:00:00",3456,"Cerro Gordo","Proximo","1800 Silver Tequila",1,"23.19"
"2014-11-13 00:00:00",3456,"Cerro Gordo","Proximo","Jose Cuervo Especial Reposado Flask",3,"24.75"
"2014-11-13 00:00:00",3456,"Cerro Gordo","Proximo","Jose Cuervo Especial Reposado Tequila",4,"75.00"
"2014-11-13 00:00:00",3591,"Webster","Jim Beam Brands","Hornitos Gold",2,"39.36"
"2014-11-13 00:00:00",3647,"Clinton","Proximo","Jose Cuervo Especial Silver",12,"188.88"
"2014-11-13 00:00:00",3647,"Clinton","Luxco-St Louis","Juarez Tequila Silver",12,"117.00"
"2014-11-13 00:00:00",3647,"Clinton","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-13 00:00:00",3670,"Johnson","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-13 00:00:00",3678,"Polk","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-11-13 00:00:00",3678,"Polk","Pernod Ricard USA/Austin Nichols","Olmeca Altos Reposado",2,"34.48"
"2014-11-13 00:00:00",3692,"Linn","Luxco-St Louis","Juarez Tequila Silver",12,"124.56"
"2014-11-13 00:00:00",3692,"Linn","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",12,"123.24"
"2014-11-13 00:00:00",3692,"Linn","WILLIAM GRANT AND SONS INC.","Milagro Silver Tequila",6,"141.24"
"2014-11-13 00:00:00",3692,"Linn","The Patron Spirits Company","Patron Silver Tequila",3,"63.00"
"2014-11-13 00:00:00",3692,"Linn","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-13 00:00:00",3692,"Linn","Diageo Americas","Don Julio Anejo Tequila",6,"292.44"
"2014-11-13 00:00:00",3692,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-11-13 00:00:00",3692,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila",24,"450.00"
"2014-11-13 00:00:00",3692,"Linn","Luxco-St Louis","Juarez Tequila Gold",24,"249.12"
"2014-11-13 00:00:00",3692,"Linn","Luxco-Cleveland","La Prima Tequila/gold",12,"118.68"
"2014-11-13 00:00:00",3692,"Linn","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",12,"123.24"
"2014-11-13 00:00:00",3692,"Linn","E AND J GALLO WINERY","Familia Camarena Reposado",3,"45.00"
"2014-11-13 00:00:00",3692,"Linn","Sazerac North America","Montezuma Gold Tequila",12,"126.36"
"2014-11-13 00:00:00",3769,"Black Hawk","Jim Beam Brands","Sauza Blanco Silver",12,"160.80"
"2014-11-13 00:00:00",3769,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",3847,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-11-13 00:00:00",3858,"Scott","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-11-13 00:00:00",3877,"Polk","Proximo","Jose Cuervo Especial Silver",12,"188.88"
"2014-11-13 00:00:00",3888,"Poweshiek","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",3920,"Clinton","Proximo","1800 Silver Tequila",1,"23.19"
"2014-11-13 00:00:00",3920,"Clinton","The Patron Spirits Company","Patron Silver Tequila",1,"21.00"
"2014-11-13 00:00:00",3920,"Clinton","Proximo","Jose Cuervo Especial Reposado Tequila",3,"13.50"
"2014-11-13 00:00:00",3920,"Clinton","Proximo","Jose Cuervo Especial Reposado Square",4,"33.00"
"2014-11-13 00:00:00",3995,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-13 00:00:00",3995,"Black Hawk","Luxco-St Louis","Juarez Tequila Gold",12,"124.56"
"2014-11-13 00:00:00",4014,"Crawford","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4057,"Polk","Jim Beam Brands","Hornitos Gold",12,"236.16"
"2014-11-13 00:00:00",4077,"Black Hawk","Proximo","Jose Cuervo Especial Silver",6,"49.50"
"2014-11-13 00:00:00",4077,"Black Hawk","Jim Beam Brands","Sauza Blue Silver",1,"15.75"
"2014-11-13 00:00:00",4077,"Black Hawk","Jim Beam Brands","Sauza Blanco Silver",1,"13.40"
"2014-11-13 00:00:00",4077,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",4,"75.00"
"2014-11-13 00:00:00",4083,"Polk","Sazerac Co. Inc.","Tortilla White Tequila",2,"18.60"
"2014-11-13 00:00:00",4129,"Story","Luxco-St Louis","El Mayor Blanco",12,"198.00"
"2014-11-13 00:00:00",4103,"Story","Sazerac Co. Inc.","Tortilla White Tequila",6,"113.76"
"2014-11-13 00:00:00",4103,"Story","Proximo","1800 Reposado Tequila",12,"278.28"
"2014-11-13 00:00:00",4140,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4165,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",2,"37.50"
"2014-11-13 00:00:00",4185,"Poweshiek","The Patron Spirits Company","Patron Tequila Silver",3,"121.50"
"2014-11-13 00:00:00",4185,"Poweshiek","Jim Beam Brands","Sauza Blanco Silver",4,"53.60"
"2014-11-13 00:00:00",4185,"Poweshiek","Sazerac Co. Inc.","Tortilla White Tequila",2,"18.60"
"2014-11-13 00:00:00",4185,"Poweshiek","Jim Beam Brands","Sauza Gold",4,"53.60"
"2014-11-13 00:00:00",4185,"Poweshiek","Sazerac Co. Inc.","Tortilla Gold Tequila",3,"27.90"
"2014-11-13 00:00:00",4190,"Greene","Proximo","Jose Cuervo Especial Reposado Tequila",3,"47.22"
"2014-11-13 00:00:00",4196,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4214,"Black Hawk","Proximo","1800 Silver Tequila",3,"69.57"
"2014-11-13 00:00:00",4214,"Black Hawk","The Patron Spirits Company","Patron Tequila Silver Mini",2,"60.90"
"2014-11-13 00:00:00",4265,"Black Hawk","Pernod Ricard USA/Austin Nichols","Avion Silver",12,"215.52"
"2014-11-13 00:00:00",4265,"Black Hawk","Proximo","Jose Cuervo Especial Silver",8,"66.00"
"2014-11-13 00:00:00",4265,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Square",12,"99.00"
"2014-11-13 00:00:00",4269,"Cedar","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-11-13 00:00:00",4301,"Polk","E AND J GALLO WINERY","Familia Camarena Silver",12,"180.00"
"2014-11-13 00:00:00",4301,"Polk","The Patron Spirits Company","Patron Silver Tequila",12,"153.00"
"2014-11-13 00:00:00",4301,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4345,"Poweshiek","Proximo","Jose Cuervo Especial Reposado Square",1,"8.25"
"2014-11-13 00:00:00",4345,"Poweshiek","Jim Beam Brands","Sauza Gold",2,"26.80"
"2014-11-13 00:00:00",4351,"Cerro Gordo","The Patron Spirits Company","Patron Silver Tequila",4,"84.00"
"2014-11-13 00:00:00",4351,"Cerro Gordo","Proximo","Jose Cuervo Especial Reposado Flask",6,"49.50"
"2014-11-13 00:00:00",4368,"Polk","The Patron Spirits Company","Patron Tequila Silver",3,"121.50"
"2014-11-13 00:00:00",4369,"Warren","Proximo","Jose Cuervo Especial Reposado Tequila",6,"94.44"
"2014-11-13 00:00:00",4406,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4410,"Boone","The Patron Spirits Company","Patron Silver Tequila",2,"42.00"
"2014-11-13 00:00:00",4410,"Boone","Proximo","Jose Cuervo Especial Reposado Flask",5,"41.25"
"2014-11-13 00:00:00",4429,"Jasper","The Patron Spirits Company","Patron Silver Tequila",1,"21.00"
"2014-11-13 00:00:00",4429,"Jasper","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-11-13 00:00:00",4429,"Jasper","Proximo","Jose Cuervo Especial Reposado Flask",4,"33.00"
"2014-11-13 00:00:00",4480,"Clinton","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4502,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-13 00:00:00",4598,"Polk","The Patron Spirits Company","Patron Silver Tequila",2,"42.00"
"2014-11-13 00:00:00",4598,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",8,"36.00"
"2014-11-13 00:00:00",4598,"Polk","Proximo","Jose Cuervo Especial Reposado Square",8,"66.00"
"2014-11-13 00:00:00",4603,"Polk","The Patron Spirits Company","Patron Silver Tequila",1,"21.00"
"2014-11-13 00:00:00",4604,"Jasper","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-11-13 00:00:00",4604,"Jasper","Proximo","1800 Reposado Tequila",1,"23.19"
"2014-11-13 00:00:00",4604,"Jasper","Luxco-St Louis","Juarez Tequila Gold",24,"249.12"
"2014-11-13 00:00:00",4604,"Jasper","Jim Beam Brands","Hornitos Gold",1,"19.68"
"2014-11-13 00:00:00",4609,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-11-13 00:00:00",5034,"Cerro Gordo","Luxco-St Louis","Juarez Tequila Gold",2,"19.50"
"2014-11-13 00:00:00",4615,"Cerro Gordo","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-13 00:00:00",4617,"Polk","Proximo","Jose Cuervo Especial Silver",4,"62.96"
"2014-11-13 00:00:00",4617,"Polk","The Patron Spirits Company","Patron Silver Tequila",2,"42.00"
"2014-11-13 00:00:00",4617,"Polk","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-11-13 00:00:00",4617,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.48"
"2014-11-13 00:00:00",4642,"Black Hawk","Proximo","Jose Cuervo Especial Silver",2,"31.48"
"2014-11-13 00:00:00",4642,"Black Hawk","Luxco-St Louis","Juarez Tequila Silver",12,"117.00"
"2014-11-13 00:00:00",4647,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",48,"216.00"
"2014-11-13 00:00:00",4647,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Square",12,"99.00"
"2014-11-13 00:00:00",4648,"Black Hawk","Pernod Ricard USA/Austin Nichols","Avion Silver",6,"224.94"
"2014-11-13 00:00:00",4648,"Black Hawk","Pernod Ricard USA/Austin Nichols","Avion Silver",20,"359.20"
"2014-11-13 00:00:00",4648,"Black Hawk","The Patron Spirits Company","Patron Silver Tequila",24,"504.00"
"2014-11-13 00:00:00",4648,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-11-13 00:00:00",4648,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Square",12,"99.00"
"2014-11-13 00:00:00",4653,"Greene","The Patron Spirits Company","Patron Silver Tequila",6,"126.00"
"2014-11-13 00:00:00",4653,"Greene","Proximo","Jose Cuervo Especial Reposado Flask",3,"24.75"
"2014-11-13 00:00:00",4694,"Scott","The Patron Spirits Company","Patron Tequila Silver Mini",1,"30.45"
"2014-11-13 00:00:00",4729,"Crawford","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4773,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",1,"4.50"
"2014-11-13 00:00:00",4773,"Polk","Proximo","Jose Cuervo Especial Reposado Flask",1,"8.25"
"2014-11-13 00:00:00",4773,"Polk","Luxco-St Louis","Juarez Tequila Gold",1,"9.75"
"2014-11-13 00:00:00",4773,"Polk","Luxco-St Louis","Juarez Tequila Gold",1,"10.38"
"2014-11-13 00:00:00",4787,"Johnson","Proximo","Jose Cuervo Especial Reposado Tequila",3,"47.22"
"2014-11-13 00:00:00",4803,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4829,"Polk","Luxco-St Louis","Juarez Tequila Silver",12,"124.56"
"2014-11-13 00:00:00",4829,"Polk","Pernod Ricard USA/Austin Nichols","Olmeca Altos Plata",6,"103.44"
"2014-11-13 00:00:00",4829,"Polk","The Patron Spirits Company","Patron Tequila Silver",36,"1458.00"
"2014-11-13 00:00:00",4829,"Polk","The Patron Spirits Company","Patron Tequila Silver",3,"261.00"
"2014-11-13 00:00:00",4829,"Polk","Diageo Americas","Don Julio Reposado",6,"260.94"
"2014-11-13 00:00:00",4829,"Polk","Diageo Americas","Don Julio Anejo Tequila",6,"292.44"
"2014-11-13 00:00:00",4829,"Polk","Proximo","1800 Reposado Tequila",12,"278.28"
"2014-11-13 00:00:00",4829,"Polk","Brown-Forman Corporation","El Jimador Reposado Tequila",12,"200.76"
"2014-11-13 00:00:00",4829,"Polk","Luxco-Cleveland","La Prima Tequila/gold",6,"105.06"
"2014-11-13 00:00:00",4829,"Polk","Sazerac North America","Montezuma Gold Tequila",144,"1516.32"
"2014-11-13 00:00:00",4829,"Polk","Jim Beam Brands","Sauza Gold",12,"207.96"
"2014-11-13 00:00:00",4839,"Worth","Luxco-St Louis","Juarez Tequila Gold",12,"124.56"
"2014-11-13 00:00:00",4847,"Scott","Brown-Forman Corporation","El Jimador Reposado Tequila",2,"33.46"
"2014-11-13 00:00:00",4874,"Henry","Proximo","Jose Cuervo Especial Reposado Tequila",1,"15.74"
"2014-11-13 00:00:00",4889,"Polk","Jim Beam Brands","Hornitos Lime Shot",2,"39.36"
"2014-11-13 00:00:00",4889,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",4,"18.00"
"2014-11-13 00:00:00",4889,"Polk","Proximo","Jose Cuervo Especial Reposado Square",4,"33.00"
"2014-11-13 00:00:00",5029,"Scott","Proximo","1800 Silver Tequila",2,"46.38"
"2014-11-13 00:00:00",4900,"Black Hawk","Proximo","Jose Cuervo Especial Silver",2,"16.50"
"2014-11-13 00:00:00",4900,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.48"
"2014-11-13 00:00:00",4901,"Polk","Sazerac Co. Inc.","Tortilla Gold Tequila",4,"37.20"
"2014-11-13 00:00:00",4902,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",48,"216.00"
"2014-11-13 00:00:00",4917,"Dallas","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-11-13 00:00:00",4941,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-13 00:00:00",4958,"Black Hawk","Proximo","Jose Cuervo Tradicional Reposado Tequila",3,"67.05"
"2014-11-13 00:00:00",4969,"Cerro Gordo","Sazerac North America","Montezuma White Tequila",48,"505.44"
"2014-11-13 00:00:00",4974,"Polk","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-11-13 00:00:00",4974,"Polk","The Patron Spirits Company","Patron Anejo",2,"93.00"
"2014-11-13 00:00:00",4988,"Black Hawk","Luxco-St Louis","El Mayor Blanco",6,"99.00"
"2014-11-13 00:00:00",4988,"Black Hawk","Pernod Ricard USA/Austin Nichols","Avion Anejo",1,"43.49"
"2014-11-13 00:00:00",4988,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-11-13 00:00:00",5029,"Scott","The Patron Spirits Company","Patron Tequila Silver Mini",1,"30.45"
"2014-11-13 00:00:00",5029,"Scott","The Patron Spirits Company","Patron Silver Tequila",12,"252.00"
"2014-11-13 00:00:00",5029,"Scott","Proximo","Jose Cuervo Especial Reposado Tequila",48,"216.00"
"2014-11-13 00:00:00",5034,"Cerro Gordo","Proximo","Jose Cuervo Especial Reposado Tequila",4,"18.00"
"2014-11-13 00:00:00",5034,"Cerro Gordo","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.48"
"2014-11-13 00:00:00",5038,"Black Hawk","Proximo","1800 Silver Tequila",4,"53.76"
"2014-11-13 00:00:00",5041,"Poweshiek","The Patron Spirits Company","Patron Silver Tequila",12,"252.00"
"2014-11-13 00:00:00",5043,"Black Hawk","Proximo","1800 Coconut",6,"139.14"
"2014-11-13 00:00:00",5051,"Polk","WILLIAM GRANT AND SONS INC.","Milagro Silver Tequila",1,"23.54"
"2014-11-13 00:00:00",5051,"Polk","The Patron Spirits Company","Patron Tequila Silver",1,"87.00"
"2014-11-13 00:00:00",5051,"Polk","Bacardi U.S.A. Inc.","Cazadores Reposado",2,"45.00"
"2014-11-13 00:00:00",5051,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",5,"22.50"
"2014-11-13 00:00:00",5051,"Polk","Wilson Daniels Ltd.","Corralejo Reposado Tequila",1,"22.50"
"2014-11-12 00:00:00",4129,"Story","Proximo","1800 Reposado Tequila",3,"69.57"
"2014-11-12 00:00:00",2501,"Story","Luxco-St Louis","Juarez Tequila Gold",12,"124.56"
"2014-11-12 00:00:00",2178,"Allamakee","Proximo","Jose Cuervo Especial Silver",1,"18.75"
"2014-11-12 00:00:00",2178,"Allamakee","Proximo","Jose Cuervo Especial Reposado Flask",3,"24.75"
"2014-11-12 00:00:00",2190,"Polk","Proximo","Jose Cuervo Cinge",1,"15.87"
"2014-11-12 00:00:00",2190,"Polk","Proximo","1800 Coconut",2,"46.38"
"2014-11-12 00:00:00",2190,"Polk","Proximo","1800 Silver Tequila",2,"46.38"
"2014-11-12 00:00:00",2190,"Polk","The Patron Spirits Company","Patron Tequila Silver",1,"87.00"
"2014-11-12 00:00:00",2190,"Polk","Trinchero Family Estates","Tres Agaves Blanco",1,"22.76"
"2014-11-12 00:00:00",2190,"Polk","Sazerac North America","Montezuma Gold Tequila",3,"31.59"
"2014-11-12 00:00:00",2190,"Polk","Pernod Ricard USA/Austin Nichols","Olmeca Altos Reposado",1,"17.24"
"2014-11-12 00:00:00",2190,"Polk","Jim Beam Brands","Tres Generaciones Anejo",1,"31.50"
"2014-11-12 00:00:00",2200,"Sac","Sazerac North America","Montezuma White Tequila",3,"31.59"
"2014-11-12 00:00:00",2200,"Sac","Proximo","Jose Cuervo Tradicional Reposado Tequila",1,"22.35"
"2014-11-12 00:00:00",2285,"Johnson","Luxco-St Louis","El Mayor Blanco",12,"198.00"
"2014-11-12 00:00:00",2285,"Johnson","Luxco-St Louis","El Mayor Anejo Tequila",6,"144.00"
"2014-11-12 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Cinge",2,"31.74"
"2014-11-12 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Silver",4,"75.00"
"2014-11-12 00:00:00",2290,"Buena Vista","Luxco-St Louis","Juarez Tequila Silver",12,"124.56"
"2014-11-12 00:00:00",2290,"Buena Vista","Sazerac Co. Inc.","Tortilla White Tequila",12,"119.52"
"2014-11-12 00:00:00",2290,"Buena Vista","Phillips Beverage Company","Cabrito Reposado",5,"82.45"
"2014-11-12 00:00:00",2290,"Buena Vista","Diageo Americas","Don Julio Reposado",3,"130.47"
"2014-11-12 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Reposado Tequila",6,"27.00"
"2014-11-12 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Reposado Tequila",2,"60.76"
"2014-11-12 00:00:00",2290,"Buena Vista","Proximo","Jose Cuervo Especial Reposado Square",4,"33.00"
"2014-11-12 00:00:00",2290,"Buena Vista","Wilson Daniels Ltd.","Corralejo Reposado Tequila",3,"67.50"
"2014-11-12 00:00:00",2290,"Buena Vista","Brown-Forman Corporation","El Jimador Reposado Tequila",3,"50.19"
"2014-11-12 00:00:00",2290,"Buena Vista","Jim Beam Brands","Sauza Cien Anos Reposado",12,"180.00"
"2014-11-12 00:00:00",2290,"Buena Vista","The Patron Spirits Company","Patron Reposado Tequila",2,"84.00"
"2014-11-12 00:00:00",2290,"Buena Vista","The Patron Spirits Company","Patron Anejo",2,"93.00"
"2014-11-12 00:00:00",2413,"Dubuque","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-12 00:00:00",2413,"Dubuque","Luxco-St Louis","Juarez Tequila Gold",6,"121.50"
"2014-11-12 00:00:00",2413,"Dubuque","Jim Beam Brands","Sauza Gold",12,"207.96"
"2014-11-12 00:00:00",2465,"Dubuque","Pernod Ricard USA/Austin Nichols","Avion Silver",2,"74.98"
"2014-11-12 00:00:00",2465,"Dubuque","Pernod Ricard USA/Austin Nichols","Avion Anejo",2,"86.98"
"2014-11-12 00:00:00",2465,"Dubuque","Pernod Ricard USA/Austin Nichols","Avion Reposado",2,"79.48"
"2014-11-12 00:00:00",2465,"Dubuque","Proximo","Jose Cuervo Especial Reposado Tequila",3,"13.50"
"2014-11-12 00:00:00",2465,"Dubuque","Proximo","Jose Cuervo Especial Reposado Square",3,"24.75"
"2014-11-12 00:00:00",2478,"Polk","Luxco-St Louis","Juarez Tequila Silver",12,"124.56"
"2014-11-12 00:00:00",2500,"Story","Luxco-St Louis","Juarez Tequila Silver",6,"121.50"
"2014-11-12 00:00:00",2500,"Story","The Patron Spirits Company","Patron Silver Tequila",2,"42.00"
"2014-11-12 00:00:00",2500,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",3,"13.50"
"2014-11-12 00:00:00",2500,"Story","Luxco-St Louis","Juarez Tequila Gold",12,"117.00"
"2014-11-12 00:00:00",2500,"Story","Luxco-St Louis","Juarez Tequila Gold",12,"124.56"
"2014-11-12 00:00:00",2500,"Story","Luxco-St Louis","Juarez Tequila Gold",6,"121.50"
"2014-11-12 00:00:00",2500,"Story","The Patron Spirits Company","Patron Anejo",1,"46.50"
"2014-11-12 00:00:00",2501,"Story","Proximo","1800 Coconut",2,"46.38"
"2014-11-12 00:00:00",2501,"Story","Campari(skyy)","Cabo Wabo Blanco",2,"45.02"
"2014-11-12 00:00:00",2501,"Story","Proximo","1800 Silver Tequila",2,"46.38"
"2014-11-12 00:00:00",2501,"Story","Brown-Forman Corporation","El Jimador Blanco Tequila",4,"66.92"
"2014-11-12 00:00:00",2501,"Story","Heaven Hill Distilleries Inc.","Lunazul Blanco",4,"56.52"
"2014-11-12 00:00:00",2501,"Story","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",12,"123.24"
"2014-11-12 00:00:00",2501,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-12 00:00:00",2501,"Story","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",12,"123.24"
"2014-11-12 00:00:00",2501,"Story","E AND J GALLO WINERY","Familia Camarena Reposado",4,"60.00"
"2014-11-12 00:00:00",2501,"Story","Jim Beam Brands","Sauza Cien Anos Reposado",12,"180.00"
"2014-11-12 00:00:00",2501,"Story","The Patron Spirits Company","Patron Anejo",2,"93.00"
"2014-11-12 00:00:00",2502,"Polk","E AND J GALLO WINERY","Familia Camarena Silver",4,"60.00"
"2014-11-12 00:00:00",2502,"Polk","Diageo Americas","Don Julio Anejo Tequila",1,"48.74"
"2014-11-12 00:00:00",2502,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-12 00:00:00",2502,"Polk","Proximo","1800 Reposado Tequila",4,"92.76"
"2014-11-12 00:00:00",2502,"Polk","Jim Beam Brands","Hornitos Gold",3,"70.83"
"2014-11-12 00:00:00",2505,"Boone","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-12 00:00:00",2524,"Dubuque","Proximo","Jose Cuervo Especial Silver",12,"225.00"
"2014-11-12 00:00:00",2512,"Johnson","Proximo","El Zarco Silver",12,"138.12"
"2014-11-12 00:00:00",2512,"Johnson","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-12 00:00:00",2512,"Johnson","Santa Fe Tequila Company","Silvercoin",6,"181.92"
"2014-11-12 00:00:00",2512,"Johnson","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-12 00:00:00",2512,"Johnson","Brown-Forman Corporation","El Jimador Anejo Tequila",6,"116.04"
"2014-11-12 00:00:00",2512,"Johnson","Luxco-St Louis","Juarez Tequila Gold",72,"747.36"
"2014-11-12 00:00:00",2512,"Johnson","Jim Beam Brands","Tres Generaciones Anejo",6,"189.00"
"2014-11-12 00:00:00",2513,"Johnson","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",2,"20.54"
"2014-11-12 00:00:00",2513,"Johnson","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",2,"20.54"
